date and Time;CO;SO2;H2S;NO2;pm2.5;pm10;Temperature;Pressure;Humidity;Pressure Altitude
2021-08-03 10:10:56;0.94;-0.58;6.920023077940513;-7.710106165161246;12.8;15.3;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 10:21:01;0.89;-0.63;6.920023077940513;-7.678404324981228;8.8;11.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 10:31:10;0.65;-0.75;6.920023077940513;-7.678404324981228;10.8;12.1;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 10:41:15;0.55;-0.81;6.920023077940513;-11.565159247741843;9.1;12.1;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 10:51:20;0.61;-0.8;6.920023077940513;-7.678404324981228;9.4;10.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 11:01:27;0.59;-0.92;6.920023077940513;-7.678404324981228;13.2;14.8;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 11:11:33;0.54;-0.89;6.920023077940513;-7.678404324981228;11.3;12.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 11:21:40;0.47;-0.91;6.920023077940513;-11.517606487471816;6.2;6.9;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 11:31:51;0.34;0.02;6.880821801202293;-7.678404324981228;15.3;18.4;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 11:41:57;0.32;0.09;6.880821801202293;11.517606487471763;16.0;19.0;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 11:52:02;0.01;-1.11;6.880821801202293;15.356808649962327;23.9;44.0;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 12:02:07;-0.22;0.03;6.880821801202293;15.356808649962327;31.5;49.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 12:12:12;-0.07;-1.12;6.880821801202293;15.356808649962327;13.5;21.2;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 12:22:17;0.03;-0.29;6.880821801202293;15.356808649962327;29.3;39.8;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 12:32:24;-0.23;-1.29;6.880821801202293;7.646962115799523;30.9;45.0;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 12:42:29;-0.28;-1.27;6.842062165664177;15.293924231599021;21.0;43.0;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 12:52:34;-0.41;0.03;6.842062165664177;15.293924231599021;31.5;46.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 13:02:39;-0.42;-1.23;6.842062165664177;15.293924231599021;16.7;20.1;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 13:12:44;-0.29;0.03;6.842062165664177;15.293924231599021;31.8;39.4;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 13:22:48;-0.45;-1.4;6.842062165664177;15.293924231599021;16.5;18.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 13:32:56;-0.7;-1.4;6.842062165664177;-0.0;19.5;34.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 13:43:06;-0.65;-1.49;6.842062165664177;11.470443173699284;26.9;35.8;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 13:53:10;-0.7;-1.48;6.842062165664177;-3.8078881805718328;32.8;52.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 14:03:15;-0.78;0.03;6.842062165664177;-3.8078881805718328;34.6;54.7;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 14:13:20;-0.64;47.37;6.842062165664177;-0.0;18.1;24.2;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 14:23:27;-0.95;-1.56;6.842062165664177;-7.6157763611436655;28.3;32.3;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 14:33:36;-0.84;-1.53;6.842062165664177;-7.6157763611436655;23.0;40.9;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 14:43:41;-0.75;-1.5;6.842062165664177;-7.6157763611436655;17.8;28.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 14:53:46;0.01;0.03;6.842062165664177;-7.6157763611436655;20.1;27.1;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 15:03:54;-0.91;-1.69;6.842062165664177;-7.6157763611436655;17.9;25.4;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 15:14:01;-0.99;-1.72;6.842062165664177;-7.6157763611436655;8.6;18.9;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 15:24:09;-1.07;0.02;6.842062165664177;-7.6157763611436655;7.9;26.5;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 15:34:14;-1.06;-1.71;6.842062165664177;-7.6157763611436655;13.8;18.4;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 15:44:28;-1.19;-1.7;6.80373674984319;-7.6157763611436655;14.8;21.8;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 15:54:38;-1.17;-1.71;6.842062165664177;7.615776361143613;15.4;31.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 16:04:48;0.03;0.03;6.842062165664177;7.615776361143613;13.7;35.2;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 16:14:58;-1.11;-1.7;6.80373674984319;7.615776361143613;14.6;18.3;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 16:25:08;0.03;0.03;6.80373674984319;7.615776361143613;14.3;22.1;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 16:35:18;-1.28;-1.78;6.80373674984319;7.615776361143613;14.1;21.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 16:45:32;0.03;-1.74;6.80373674984319;11.423664541715418;17.2;23.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-03 16:55:48;-1.16;-1.68;6.80373674984319;7.615776361143613;17.0;29.6;23.89164298810065;100248.82260939214;68.99483700035725;295.0592135790526
2021-08-04 12:43:11;0.0;-1.12;10.26309324849629;3.8392021624905612;14.5;25.4;30.051252346322872;100088.25680748599;74.37542608587022;339.3017093466118
2021-08-04 12:52:49;0.0;-1.33;10.321232701803462;3.8392021624905612;13.4;25.8;30.051252346322872;100077.35018239474;74.72715019347544;342.30901797125887
