date and Time;CO;SO2;O3;NO2;pm2.5;pm10;Temperature;Pressure;Humidity;Pressure Altitude
2021-08-03 03:03:27;9.76;40.13;1.03;0.76;54.2;81.9;0;0;0;0
2021-08-03 03:13:32;38.94;0.29;32.03;0.85;55.8;85.9;0;0;0;0
2021-08-03 03:23:37;7.36;0.01;0.9;0.69;55.5;85.8;0;0;0;0
2021-08-03 03:33:41;8.22;0.39;0.75;32.19;56.5;88.0;0;0;0;0
2021-08-03 03:43:46;9.06;34.9;0.71;0.79;54.0;84.4;0;0;0;0
2021-08-03 03:53:50;9.17;0.01;0.79;0.76;54.2;85.6;0;0;0;0
2021-08-03 04:03:56;9.04;0.0;0.0;0.76;53.5;82.1;0;0;0;0
2021-08-03 04:14:00;9.42;29.38;0.03;0.77;56.5;85.8;0;0;0;0
2021-08-03 04:24:04;9.11;0.03;1.08;0.78;57.1;85.2;0;0;0;0
2021-08-03 04:34:09;9.06;-0.11;0.03;0.06;58.6;87.2;0;0;0;0
2021-08-03 04:44:14;9.37;0.04;1.12;0.77;56.6;85.7;0;0;0;0
2021-08-03 04:54:19;9.35;-0.12;0.03;0.8;56.9;87.9;0;0;0;0
2021-08-03 05:04:22;9.56;-0.15;1.09;0.73;56.6;85.1;0;0;0;0
2021-08-03 05:14:27;9.16;38.63;0.03;0.03;56.0;85.8;0;0;0;0
2021-08-03 05:24:32;8.85;38.48;1.02;0.76;54.8;85.7;0;0;0;0
2021-08-03 05:34:38;38.06;0.01;0.03;0.82;54.3;85.5;0;0;0;0
2021-08-03 05:44:42;8.94;38.72;1.03;0.74;55.2;85.4;0;0;0;0
2021-08-03 05:54:46;9.21;0.06;1.07;0.8;58.3;86.4;0;0;0;0
2021-08-03 06:04:51;9.19;0.06;1.07;0.77;59.0;87.2;0;0;0;0
2021-08-03 06:14:57;14.07;0.01;1.07;0.79;59.5;89.4;0;0;0;0
2021-08-03 06:25:02;9.7;0.05;1.04;0.74;56.4;87.7;0;0;0;0
2021-08-03 06:35:06;8.71;39.4;0.03;0.77;55.7;91.8;0;0;0;0
2021-08-03 06:45:12;9.4;39.24;1.01;0.05;55.9;92.6;0;0;0;0
2021-08-03 06:55:17;0.01;39.77;1.02;0.81;56.0;90.3;0;0;0;0
2021-08-03 07:05:23;9.92;0.0;32.04;0.75;56.8;87.7;0;0;0;0
2021-08-03 07:15:27;9.46;0.05;0.03;0.72;57.8;90.3;0;0;0;0
2021-08-03 07:25:32;9.96;29.52;0.99;0.79;43.1;61.4;0;0;0;0
2021-08-03 07:35:36;9.16;34.94;0.96;0.79;33.9;71.0;0;0;0;0
2021-08-03 07:45:46;9.6;-0.2;0.0;38.09;25.3;33.4;0;0;0;0
2021-08-03 07:55:50;9.94;0.07;0.95;0.79;40.0;68.1;0;0;0;0
2021-08-03 08:05:58;9.54;0.03;0.9;0.87;28.8;40.3;0;0;0;0
2021-08-03 08:16:02;10.03;0.03;0.95;0.81;14.6;18.8;0;0;0;0
2021-08-03 08:26:07;0.0;29.66;0.92;0.83;11.4;12.8;0;0;0;0
2021-08-03 08:36:12;0.03;-0.11;0.87;0.0;25.9;34.5;0;0;0;0
2021-08-03 08:46:17;9.43;0.03;29.72;0.84;23.2;32.1;0;0;0;0
2021-08-03 08:56:21;10.11;-0.29;0.8;0.83;20.6;29.8;0;0;0;0
2021-08-03 09:06:25;0.05;-0.26;0.77;0.9;17.4;21.8;0;0;0;0
2021-08-03 09:16:30;0.03;-0.22;0.79;0.83;10.4;11.8;0;0;0;0
2021-08-03 09:26:38;7.39;0.07;0.0;0.85;19.3;24.1;0;0;0;0
2021-08-03 09:36:47;7.01;0.0;0.64;0.86;12.7;15.7;0;0;0;0
2021-08-03 09:46:52;8.41;0.04;0.52;0.75;10.5;14.0;0;0;0;0
2021-08-03 09:56:56;8.05;0.12;0.51;0.79;6.1;7.6;0;0;0;0
2021-08-03 10:07:08;8.13;0.09;-0.11;0.85;12.6;18.8;0;0;0;0
2021-08-03 10:17:13;7.13;34.83;0.03;0.85;12.4;15.4;0;0;0;0
2021-08-03 10:27:17;7.98;43.8;-0.22;0.84;11.4;14.1;0;0;0;0
2021-08-03 10:37:21;8.47;-0.14;0.03;0.82;6.7;7.6;0;0;0;0
2021-08-03 10:47:28;9.31;-0.37;0.1;0.79;12.4;14.0;0;0;0;0
2021-08-03 10:57:32;9.27;-0.5;32.63;0.84;11.1;13.5;0;0;0;0
2021-08-03 11:07:36;8.81;-0.45;0.24;0.84;6.9;9.4;0;0;0;0
2021-08-03 11:17:42;9.41;-0.31;0.36;0.03;15.8;20.3;0;0;0;0
2021-08-03 11:27:46;8.59;-0.44;39.32;0.84;15.3;21.4;0;0;0;0
2021-08-03 11:37:51;9.01;-0.35;0.41;30.27;19.4;36.6;0;0;0;0
2021-08-03 11:47:56;9.12;-0.34;0.46;0.8;20.6;40.3;0;0;0;0
2021-08-03 11:58:00;8.44;-0.35;0.48;0.77;29.9;55.9;0;0;0;0
2021-08-03 12:08:04;8.26;-0.42;0.47;0.73;30.8;48.8;0;0;0;0
2021-08-03 12:18:09;0.03;-0.28;0.0;0.8;26.4;54.6;0;0;0;0
2021-08-03 12:28:14;7.97;-0.45;0.52;0.76;21.5;42.6;0;0;0;0
2021-08-03 12:38:19;8.32;-0.59;0.41;0.79;28.2;43.4;0;0;0;0
2021-08-03 12:48:23;8.67;-0.49;0.41;0.74;21.9;91.0;0;0;0;0
2021-08-03 12:58:27;8.66;-0.56;0.38;0.77;18.7;30.3;0;0;0;0
2021-08-03 13:08:32;8.21;0.07;0.37;0.81;34.4;59.3;0;0;0;0
2021-08-03 13:18:36;8.55;-0.56;0.36;0.8;32.9;54.4;0;0;0;0
2021-08-03 13:28:40;8.97;-0.56;0.35;0.86;29.7;45.7;0;0;0;0
2021-08-03 13:38:44;0.07;-0.54;0.45;0.75;18.5;28.8;0;0;0;0
2021-08-03 13:48:52;8.98;-0.4;0.43;0.8;23.4;52.6;0;0;0;0
2021-08-03 13:58:55;8.59;-0.58;0.45;0.77;23.0;45.7;0;0;0;0
2021-08-03 14:09:00;9.04;-0.69;0.4;0.03;23.2;79.9;0;0;0;0
2021-08-03 14:19:03;8.82;-0.52;0.38;0.76;17.5;36.4;0;0;0;0
2021-08-03 14:29:08;8.14;-0.69;0.4;0.81;11.1;15.2;0;0;0;0
2021-08-03 14:39:12;30.42;-0.83;0.38;0.71;13.9;27.6;0;0;0;0
2021-08-03 14:49:23;8.86;-1.08;0.46;0.86;18.1;47.2;0;0;0;0
2021-08-03 14:59:29;9.07;34.74;0.46;0.81;16.1;32.3;0;0;0;0
2021-08-03 15:09:39;8.89;0.0;0.52;0.79;15.9;46.8;0;0;0;0
2021-08-03 15:19:49;0.05;0.01;0.66;0.77;15.4;41.4;0;0;0;0
2021-08-03 15:29:58;9.33;-1.0;0.78;0.84;13.0;21.6;0;0;0;0
2021-08-03 15:40:07;9.23;0.03;0.94;0.81;14.8;30.1;0;0;0;0
2021-08-03 15:50:17;9.32;-0.74;1.04;0.81;14.2;28.1;0;0;0;0
2021-08-03 16:00:26;9.32;-0.95;1.09;0.84;13.0;27.6;0;0;0;0
2021-08-03 16:10:37;9.39;35.02;1.09;0.82;13.5;47.3;0;0;0;0
2021-08-03 16:20:47;9.29;30.54;0.04;0.91;14.4;25.8;0;0;0;0
2021-08-03 16:30:57;8.59;-0.74;0.03;0.96;13.9;37.1;0;0;0;0
2021-08-03 16:41:07;9.2;0.0;0.06;0.88;18.1;28.5;0;0;0;0
2021-08-03 16:51:15;9.0;-1.1;0.97;0.85;16.5;24.6;0;0;0;0
2021-08-04 11:47:31;0.0;-0.99;0.0;0.0;20.8;35.9;0;0;0;0
2021-08-04 11:57:51;9.34;29.72;0.42;0.59;21.0;34.9;0;0;0;0
2021-08-04 12:07:55;8.69;0.03;0.42;0.55;21.1;34.7;0;0;0;0
2021-08-04 12:18:00;8.65;39.32;0.02;0.51;21.0;32.7;0;0;0;0
2021-08-04 12:28:04;9.28;0.03;0.46;0.51;20.7;31.4;0;0;0;0
2021-08-04 12:38:08;8.81;0.03;0.49;0.66;20.5;28.0;0;0;0;0
2021-08-04 12:48:12;7.91;0.07;0.52;0.69;20.9;29.1;0;0;0;0
2021-08-04 12:58:16;8.76;-1.1;0.5;0.75;20.8;29.8;0;0;0;0
2021-08-04 13:08:21;8.3;0.03;0.05;0.0;21.0;31.1;0;0;0;0
2021-08-04 13:18:25;8.04;0.03;0.6;0.78;20.8;30.5;0;0;0;0
