date and Time;CO;SO2;O3;NO2;pm2.5;pm10;Temperature;Pressure;Humidity;Pressure Altitude
2021-08-03 03:42:37;5.36;0.06;0.0;0.06;11.4;15.9;0;0;0;0
2021-08-03 03:52:44;5.24;1.05;0.45;0.41;11.3;13.6;0;0;0;0
2021-08-03 04:02:51;5.46;0.96;0.48;0.36;10.2;11.8;0;0;0;0
2021-08-03 04:13:08;5.53;0.99;0.53;0.42;13.9;19.7;0;0;0;0
2021-08-03 04:23:18;5.73;0.01;0.5;0.39;11.8;14.7;0;0;0;0
2021-08-03 04:33:30;5.44;29.04;0.5;0.01;12.2;14.9;0;0;0;0
2021-08-03 04:43:39;5.72;0.88;0.5;0.36;10.7;12.5;0;0;0;0
2021-08-03 04:53:50;5.28;0.9;0.45;0.39;12.6;17.8;0;0;0;0
2021-08-03 05:04:02;5.46;0.93;0.46;0.37;11.7;15.8;0;0;0;0
2021-08-03 05:14:13;4.95;40.96;0.43;0.35;12.8;19.6;0;0;0;0
2021-08-03 05:24:23;5.66;0.84;0.42;0.45;13.8;15.4;0;0;0;0
2021-08-03 05:34:34;5.57;0.78;0.41;0.42;12.8;16.5;0;0;0;0
2021-08-03 05:44:47;5.38;0.04;0.37;0.0;13.1;22.6;0;0;0;0
2021-08-03 05:54:51;5.58;0.89;0.36;0.38;7.4;8.2;0;0;0;0
2021-08-03 06:05:02;5.32;0.89;0.28;0.34;12.5;16.5;0;0;0;0
2021-08-03 06:15:14;5.41;0.96;0.32;0.33;12.7;14.9;0;0;0;0
2021-08-03 06:25:24;5.19;0.87;0.3;0.4;13.5;24.1;0;0;0;0
2021-08-03 06:35:35;5.31;0.97;0.25;0.46;12.6;19.1;0;0;0;0
2021-08-03 06:45:46;5.96;0.92;28.91;0.38;12.5;16.7;0;0;0;0
2021-08-03 13:51:49;0.04;46.17;16.3;0.0;22.3;55.5;0;0;0;0
2021-08-03 14:01:54;13.38;46.07;1.38;4.16;22.0;51.7;0;0;0;0
2021-08-03 14:11:58;12.95;5.29;1.23;0.63;21.7;52.6;0;0;0;0
2021-08-03 14:22:08;0.0;3.19;0.63;0.63;20.5;47.7;0;0;0;0
2021-08-03 14:32:12;8.32;2.32;0.67;0.03;20.4;46.0;0;0;0;0
2021-08-03 14:42:25;7.91;1.77;0.58;0.59;20.4;44.0;0;0;0;0
2021-08-03 14:52:30;8.54;1.02;0.57;0.05;20.8;41.7;0;0;0;0
2021-08-03 15:02:34;7.51;30.2;0.61;0.51;20.8;49.1;0;0;0;0
2021-08-03 15:12:38;6.94;0.8;0.6;0.46;20.5;53.0;0;0;0;0
2021-08-03 15:22:43;5.97;0.42;0.56;0.06;20.4;56.0;0;0;0;0
2021-08-03 15:32:50;7.25;0.86;0.03;0.44;20.4;47.9;0;0;0;0
2021-08-03 15:42:55;7.16;0.07;0.04;0.45;20.4;38.9;0;0;0;0
2021-08-03 15:53:08;6.89;0.57;0.62;0.44;20.1;39.1;0;0;0;0
2021-08-03 16:03:14;5.56;30.4;39.32;0.41;20.3;45.0;0;0;0;0
2021-08-03 16:13:18;0.0;0.18;0.63;0.45;19.8;47.0;0;0;0;0
2021-08-03 16:23:32;6.09;30.31;0.69;0.44;19.9;46.5;0;0;0;0
2021-08-03 16:33:36;6.52;0.05;0.05;0.47;20.3;48.2;0;0;0;0
2021-08-03 16:43:40;6.94;0.04;0.66;0.39;21.0;48.5;0;0;0;0
2021-08-03 16:53:55;5.56;0.07;0.67;0.44;20.4;41.6;0;0;0;0
2021-08-03 17:22:07;0.05;1.12;0.0;0.0;16.0;30.1;0;0;0;0
2021-08-03 17:32:11;7.37;35.78;0.88;0.73;16.0;30.4;0;0;0;0
2021-08-03 17:42:15;0.06;0.16;0.46;0.27;15.9;36.4;0;0;0;0
2021-08-03 17:52:20;4.74;0.72;0.55;0.03;16.4;43.2;0;0;0;0
2021-08-03 18:02:24;4.89;0.38;0.52;0.4;16.9;44.0;0;0;0;0
2021-08-03 18:12:31;5.38;0.77;0.48;0.38;16.9;36.1;0;0;0;0
2021-08-03 18:22:38;5.52;0.78;0.46;33.05;16.6;38.7;0;0;0;0
2021-08-03 18:32:41;5.92;0.76;0.46;0.34;16.2;40.6;0;0;0;0
2021-08-03 18:42:46;5.64;0.55;0.61;28.91;16.0;42.7;0;0;0;0
2021-08-03 18:52:49;6.11;0.23;0.57;0.36;16.5;45.9;0;0;0;0
2021-08-03 19:02:53;6.38;0.36;0.66;0.39;16.6;42.7;0;0;0;0
2021-08-03 19:12:57;6.47;0.32;0.71;0.44;16.3;36.4;0;0;0;0
2021-08-03 19:23:01;7.14;0.31;0.72;0.48;16.1;36.5;0;0;0;0
2021-08-03 19:33:06;0.0;0.19;0.65;0.42;16.1;33.7;0;0;0;0
2021-08-03 19:43:20;7.73;0.27;0.59;0.41;16.4;33.8;0;0;0;0
2021-08-03 19:53:24;6.25;0.17;0.36;0.03;16.5;35.5;0;0;0;0
2021-08-03 20:03:30;7.4;0.03;0.47;0.03;16.0;40.5;0;0;0;0
2021-08-03 20:13:34;8.24;0.34;0.51;0.37;15.5;39.7;0;0;0;0
2021-08-03 20:23:38;8.52;0.0;0.53;0.42;15.1;31.3;0;0;0;0
2021-08-03 20:33:42;30.36;0.03;0.64;0.44;15.1;31.5;0;0;0;0
2021-08-03 20:43:46;12.24;0.11;0.78;0.42;14.6;31.0;0;0;0;0
2021-08-03 20:53:50;0.03;0.03;0.83;0.42;15.1;31.4;0;0;0;0
2021-08-03 21:03:54;12.27;0.06;0.88;0.41;15.1;27.5;0;0;0;0
2021-08-03 21:13:58;0.03;0.03;0.87;0.41;15.6;27.8;0;0;0;0
2021-08-03 21:24:07;11.74;0.05;0.83;0.36;15.2;25.2;0;0;0;0
2021-08-03 21:34:11;0.03;0.0;0.01;0.04;14.9;24.8;0;0;0;0
2021-08-03 21:44:24;10.77;0.07;0.81;0.45;14.8;26.7;0;0;0;0
2021-08-03 21:54:30;11.24;-0.02;0.8;0.48;14.6;28.0;0;0;0;0
2021-08-03 22:04:38;10.74;0.12;0.69;0.48;14.6;25.8;0;0;0;0
2021-08-03 22:14:42;10.85;0.02;0.66;0.42;14.2;22.8;0;0;0;0
2021-08-03 22:24:49;0.03;0.0;40.17;0.42;14.4;25.4;0;0;0;0
2021-08-03 22:34:53;11.19;0.0;0.44;0.41;14.3;25.9;0;0;0;0
2021-08-03 22:44:58;0.03;40.49;0.01;0.37;14.1;25.5;0;0;0;0
2021-08-03 22:55:04;0.03;40.48;0.33;0.03;14.2;24.7;0;0;0;0
2021-08-03 23:05:10;0.0;0.03;0.3;0.46;13.7;21.4;0;0;0;0
2021-08-03 23:15:15;9.16;30.09;0.3;0.4;13.6;21.6;0;0;0;0
2021-08-03 23:25:19;7.46;-0.18;0.31;0.42;13.2;22.5;0;0;0;0
2021-08-03 23:35:23;7.29;41.72;0.3;30.01;13.9;25.4;0;0;0;0
2021-08-03 23:45:36;6.28;0.6;0.03;0.19;14.1;23.1;0;0;0;0
2021-08-03 23:55:42;5.79;0.88;0.31;0.39;14.2;23.7;0;0;0;0
2021-08-04 00:05:46;27.03;0.0;0.34;0.03;13.8;21.7;0;0;0;0
2021-08-04 00:15:53;6.17;0.06;0.02;0.04;13.8;27.5;0;0;0;0
2021-08-04 00:25:57;6.26;0.77;0.42;0.43;14.0;28.9;0;0;0;0
2021-08-04 00:36:01;6.32;0.61;0.37;0.42;14.4;28.8;0;0;0;0
2021-08-04 00:46:15;6.15;0.01;0.73;0.44;14.5;26.4;0;0;0;0
2021-08-04 00:56:28;6.24;0.22;0.78;0.33;14.3;22.2;0;0;0;0
2021-08-04 01:06:41;6.41;0.03;0.76;0.41;14.0;20.4;0;0;0;0
2021-08-04 01:16:54;6.71;0.04;0.84;0.37;13.6;20.2;0;0;0;0
2021-08-04 01:27:08;7.12;0.0;0.05;0.35;13.4;17.8;0;0;0;0
2021-08-04 01:37:22;5.98;35.76;0.82;0.45;13.4;18.4;0;0;0;0
2021-08-04 01:47:35;6.55;0.03;0.76;0.42;13.6;19.2;0;0;0;0
2021-08-04 01:57:49;0.0;-0.24;0.78;0.38;13.2;20.3;0;0;0;0
2021-08-04 02:08:02;6.26;29.44;0.82;0.4;12.9;19.3;0;0;0;0
2021-08-04 02:18:16;5.77;38.07;0.55;0.26;12.8;20.0;0;0;0;0
2021-08-04 02:28:30;5.79;0.69;0.55;0.26;12.9;18.9;0;0;0;0
2021-08-04 02:38:43;6.48;0.04;0.52;0.53;13.3;20.6;0;0;0;0
2021-08-04 02:48:56;6.34;0.03;0.42;0.25;13.0;21.3;0;0;0;0
2021-08-04 02:59:12;5.38;0.7;0.48;0.43;8.2;10.2;0;0;0;0
2021-08-04 03:09:25;6.62;0.64;0.51;0.42;16.4;27.7;0;0;0;0
2021-08-04 03:19:39;7.87;0.03;0.47;0.0;11.7;57.6;0;0;0;0
2021-08-04 03:29:51;6.92;-0.23;0.54;0.38;17.4;25.6;0;0;0;0
2021-08-04 03:40:04;7.16;-0.19;0.64;0.37;22.1;29.7;0;0;0;0
2021-08-04 03:50:19;6.89;0.0;36.01;0.21;29.6;48.7;0;0;0;0
2021-08-04 04:00:32;7.45;1.83;0.51;0.28;26.4;60.4;0;0;0;0
2021-08-04 04:10:47;6.58;-0.11;30.78;0.01;26.9;45.4;0;0;0;0
2021-08-04 04:21:00;0.03;0.03;0.56;0.36;27.0;46.7;0;0;0;0
2021-08-04 04:31:14;6.93;29.02;0.01;0.39;22.5;58.8;0;0;0;0
2021-08-04 04:41:27;0.03;29.19;0.68;0.35;26.0;33.9;0;0;0;0
2021-08-04 04:51:40;7.2;-0.31;0.74;0.41;27.7;46.0;0;0;0;0
2021-08-04 05:01:56;6.47;0.0;0.75;0.37;14.3;19.3;0;0;0;0
2021-08-04 05:12:08;6.77;-0.33;0.76;0.36;27.9;44.3;0;0;0;0
2021-08-04 05:22:22;29.46;-0.32;0.71;0.45;23.2;35.7;0;0;0;0
2021-08-04 05:32:38;5.89;-0.25;0.67;0.43;31.0;55.1;0;0;0;0
2021-08-04 05:42:51;6.06;-0.26;0.7;0.42;22.4;25.1;0;0;0;0
2021-08-04 08:27:36;0.03;-0.22;0.03;0.0;11.2;17.4;0;0;0;0
2021-08-04 08:37:42;5.84;-0.45;0.76;0.34;11.1;14.8;0;0;0;0
2021-08-04 08:47:45;5.78;-0.34;0.78;0.41;11.3;15.6;0;0;0;0
2021-08-04 08:57:50;5.96;-0.23;0.05;0.37;11.5;17.4;0;0;0;0
2021-08-04 09:07:54;5.03;-0.18;0.68;0.4;11.5;20.9;0;0;0;0
2021-08-04 09:17:58;0.0;-0.34;0.57;0.38;11.3;20.8;0;0;0;0
2021-08-04 09:28:03;5.36;0.0;0.49;0.0;11.1;21.0;0;0;0;0
2021-08-04 09:38:07;5.81;-0.33;0.36;0.41;11.6;19.7;0;0;0;0
2021-08-04 09:48:11;5.2;-0.28;0.27;0.37;12.2;18.8;0;0;0;0
2021-08-04 09:58:15;5.2;-0.05;0.22;0.41;11.9;14.3;0;0;0;0
2021-08-04 10:08:19;5.09;-0.41;0.18;0.39;11.5;14.0;0;0;0;0
2021-08-04 10:18:24;5.61;-0.4;0.12;0.05;11.2;14.8;0;0;0;0
2021-08-04 10:28:27;5.11;-0.4;0.12;0.39;11.0;16.0;0;0;0;0
2021-08-04 10:38:31;4.84;-0.32;0.11;0.43;10.9;15.4;0;0;0;0
2021-08-04 10:48:36;5.22;-0.38;0.04;0.38;11.1;18.4;0;0;0;0
2021-08-04 10:58:44;5.03;-0.4;0.14;0.38;11.0;16.2;0;0;0;0
2021-08-04 11:08:48;4.8;-0.36;0.17;0.41;10.8;15.8;0;0;0;0
2021-08-04 11:18:51;4.29;-0.3;0.21;0.41;10.7;15.0;0;0;0;0
2021-08-04 11:28:57;5.0;0.0;0.25;32.55;10.7;19.5;0;0;0;0
2021-08-04 11:39:00;4.71;-0.4;0.37;0.39;11.0;20.1;0;0;0;0
2021-08-04 11:49:04;4.52;-0.43;0.41;0.32;11.4;19.5;0;0;0;0
2021-08-04 11:59:08;4.92;-0.51;0.41;0.36;11.4;16.5;0;0;0;0
2021-08-04 12:09:12;5.64;-0.47;42.93;0.37;11.5;18.3;0;0;0;0
2021-08-04 12:19:19;5.35;-0.48;0.43;0.01;11.5;17.1;0;0;0;0
2021-08-04 12:29:24;0.0;-0.58;0.48;0.43;11.6;16.0;0;0;0;0
2021-08-04 12:39:28;5.28;-0.71;0.5;0.35;11.3;18.0;0;0;0;0
2021-08-04 12:49:32;4.78;-0.62;0.53;0.37;11.2;17.4;0;0;0;0
2021-08-04 12:59:36;5.54;-0.74;0.54;0.42;10.9;17.3;0;0;0;0
2021-08-04 13:09:40;4.81;-0.56;0.53;0.47;10.9;14.0;0;0;0;0
2021-08-04 13:19:49;4.25;0.03;0.49;38.61;10.9;14.6;0;0;0;0
2021-08-04 13:29:54;4.16;-0.55;0.54;0.44;11.1;14.5;0;0;0;0
